PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"15457262","Small modulation of ongoing cortical dynamics by sensory input during natural vision","Fiser J, Chiu C, Weliky M.","Nature. 2004 Sep 30;431(7008):573-8. doi: 10.1038/nature02907.","Fiser J","Nature","2004","2004/10/01","","","10.1038/nature02907"
"15066161","Enhanced mismatch negativity brain response after binaural word presentation","Endrass T, Mohr B, Pulvermüller F.","Eur J Neurosci. 2004 Mar;19(6):1653-60. doi: 10.1111/j.1460-9568.2004.03247.x.","Endrass T","Eur J Neurosci","2004","2004/04/07","","","10.1111/j.1460-9568.2004.03247.x"
"15016991","Intersubject synchronization of cortical activity during natural vision","Hasson U, Nir Y, Levy I, Fuhrmann G, Malach R.","Science. 2004 Mar 12;303(5664):1634-40. doi: 10.1126/science.1089506.","Hasson U","Science","2004","2004/03/16","","","10.1126/science.1089506"
"11863201","Neural activity associated with distinguishing concurrent auditory objects","Alain C, Schuler BM, McDonald KL.","J Acoust Soc Am. 2002 Feb;111(2):990-5. doi: 10.1121/1.1434942.","Alain C","J Acoust Soc Am","2002","2002/02/28","","","10.1121/1.1434942"
"11352609","Spatiotemporal brain imaging of visual-evoked activity using interleaved EEG and fMRI recordings","Bonmassar G, Schwartz DP, Liu AK, Kwong KK, Dale AM, Belliveau JW.","Neuroimage. 2001 Jun;13(6 Pt 1):1035-43. doi: 10.1006/nimg.2001.0754.","Bonmassar G","Neuroimage","2001","2001/05/16","","","10.1006/nimg.2001.0754"
"10821654","Abeta(1-40) peptide radiopharmaceuticals for brain amyloid imaging: (111)In chelation, conjugation to poly(ethylene glycol)-biotin linkers, and autoradiography with Alzheimer's disease brain sections","Kurihara A, Pardridge WM.","Bioconjug Chem. 2000 May-Jun;11(3):380-6. doi: 10.1021/bc9901393.","Kurihara A","Bioconjug Chem","2000","2000/05/23","","","10.1021/bc9901393"
"10788663","A technique to prevent dural adhesions to chronically implanted microelectrode arrays","Maynard EM, Fernandez E, Normann RA.","J Neurosci Methods. 2000 Apr 15;97(2):93-101. doi: 10.1016/s0165-0270(00)00159-x.","Maynard EM","J Neurosci Methods","2000","2000/05/02","","","10.1016/s0165-0270(00)00159-x"
"8555662","Volumetric measurement of multifocal brain lesions. Implications for treatment trials of vascular dementia and multiple sclerosis","Broderick JP, Narayan S, Gaskill M, Dhawan AP, Khoury J.","J Neuroimaging. 1996 Jan;6(1):36-43. doi: 10.1111/jon19966136.","Broderick JP","J Neuroimaging","1996","1996/01/01","","","10.1111/jon19966136"
"8151086","Magnetic resonance imaging of postmortem infant brains","Lamont P, Sachinwalla T, Pamphlett R.","J Child Neurol. 1994 Jan;9(1):59-62. doi: 10.1177/088307389400900115.","Lamont P","J Child Neurol","1994","1994/01/01","","","10.1177/088307389400900115"
"1515510","Rate coherence and event coherence in the visual cortex: a neuronal model of object recognition","Neven H, Aertsen A.","Biol Cybern. 1992;67(4):309-22. doi: 10.1007/BF02414887.","Neven H","Biol Cybern","1992","1992/01/01","","","10.1007/BF02414887"
